               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.027385,            0.010609,                   0,             0.98328,              0.9544,             0.97595,             0.62383,            0.021903,            0.012113,                   0,           0.0093565,           0.0093565,           0.0093565
                  54,            0.025232,            0.010628,                   0,             0.96786,               0.954,             0.97443,             0.64598,            0.020343,            0.011672,                   0,           0.0093441,           0.0093441,           0.0093441
                  55,            0.023927,            0.010817,                   0,             0.97628,             0.96213,              0.9762,             0.65959,            0.019779,            0.011477,                   0,           0.0093317,           0.0093317,           0.0093317
                  56,            0.021541,           0.0091367,                   0,             0.98482,             0.95272,             0.97586,             0.65034,            0.019784,            0.011489,                   0,           0.0093194,           0.0093194,           0.0093194
                  57,            0.025552,           0.0099105,                   0,             0.98444,             0.95286,             0.97284,             0.64879,            0.019663,              0.0115,                   0,            0.009307,            0.009307,            0.009307
                  58,            0.023589,           0.0096577,                   0,             0.97315,             0.95228,             0.96301,             0.61387,            0.021573,            0.011943,                   0,           0.0092946,           0.0092946,           0.0092946
                  59,            0.021709,             0.01018,                   0,             0.97633,             0.95626,             0.97216,             0.62683,            0.021258,            0.012054,                   0,           0.0092823,           0.0092823,           0.0092823
                  60,            0.023924,            0.010101,                   0,             0.97772,             0.95981,             0.98218,             0.64903,            0.019864,            0.011439,                   0,           0.0092699,           0.0092699,           0.0092699
                  61,            0.026431,            0.010055,                   0,             0.97184,             0.95131,             0.97112,             0.64373,            0.020321,            0.011439,                   0,           0.0092575,           0.0092575,           0.0092575
                  62,            0.024139,           0.0097252,                   0,              0.9779,             0.96445,             0.98089,              0.6725,            0.019065,            0.011388,                   0,           0.0092451,           0.0092451,           0.0092451
                  63,            0.024091,            0.010343,                   0,             0.97564,             0.95209,             0.96604,             0.61481,            0.021121,            0.011945,                   0,           0.0092327,           0.0092327,           0.0092327
                  64,            0.021111,           0.0095738,                   0,             0.97983,             0.95595,             0.97412,             0.66727,            0.019776,            0.011391,                   0,           0.0092204,           0.0092204,           0.0092204
                  65,            0.022019,           0.0095028,                   0,             0.97321,             0.95443,             0.97216,             0.60729,            0.022314,            0.012793,                   0,            0.009208,            0.009208,            0.009208
                  66,            0.022168,           0.0098106,                   0,             0.98446,             0.95286,             0.97368,             0.63429,            0.020254,            0.012179,                   0,           0.0091956,           0.0091956,           0.0091956
                  67,            0.023182,           0.0098097,                   0,             0.98167,             0.94977,             0.97201,             0.66258,            0.019806,            0.011476,                   0,           0.0091833,           0.0091833,           0.0091833
                  68,             0.02452,           0.0095905,                   0,             0.97737,             0.95286,             0.97214,             0.66786,            0.020477,            0.011591,                   0,           0.0091709,           0.0091709,           0.0091709
                  69,            0.023899,            0.010293,                   0,             0.98866,             0.95054,             0.97482,             0.64605,            0.019997,            0.011645,                   0,           0.0091585,           0.0091585,           0.0091585
                  70,            0.024036,            0.010205,                   0,             0.97371,               0.966,             0.97719,             0.67866,            0.018704,             0.01094,                   0,           0.0091461,           0.0091461,           0.0091461
