               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.037831,            0.010904,                   0,             0.97889,             0.97187,             0.98918,             0.55148,            0.029194,           0.0097636,                   0,           0.0085274,           0.0085274,           0.0085274
                 121,            0.032042,           0.0099623,                   0,             0.97715,             0.97605,             0.98896,             0.55697,             0.03005,           0.0097592,                   0,            0.008515,            0.008515,            0.008515
                 122,            0.037847,            0.010374,                   0,             0.96822,             0.97006,             0.98274,             0.52467,             0.03184,           0.0098515,                   0,           0.0085026,           0.0085026,           0.0085026
                 123,            0.034005,           0.0098022,                   0,             0.96717,             0.97034,             0.98724,             0.51797,              0.0336,           0.0097939,                   0,           0.0084903,           0.0084903,           0.0084903
                 124,            0.037273,            0.011818,                   0,             0.95817,             0.97305,             0.98245,             0.51284,            0.032786,           0.0099048,                   0,           0.0084779,           0.0084779,           0.0084779
                 125,            0.032482,            0.010217,                   0,             0.95607,             0.97738,             0.97152,             0.49917,            0.032812,           0.0098523,                   0,           0.0084655,           0.0084655,           0.0084655
                 126,             0.03352,            0.010133,                   0,             0.95926,             0.98705,             0.98837,             0.55238,            0.029574,           0.0096749,                   0,           0.0084531,           0.0084531,           0.0084531
                 127,            0.034732,           0.0098023,                   0,             0.96735,             0.97574,             0.98546,              0.5389,            0.029505,           0.0096886,                   0,           0.0084408,           0.0084408,           0.0084408
                 128,            0.035001,            0.010454,                   0,             0.96411,             0.96509,             0.97593,             0.50199,            0.032864,           0.0098688,                   0,           0.0084284,           0.0084284,           0.0084284
                 129,            0.036792,             0.01075,                   0,             0.97891,             0.97266,             0.98969,             0.54102,            0.030326,           0.0099551,                   0,            0.008416,            0.008416,            0.008416
                 130,            0.033052,            0.010129,                   0,             0.97159,             0.96407,             0.98497,               0.535,            0.030674,           0.0099923,                   0,           0.0084036,           0.0084036,           0.0084036
                 131,            0.036445,           0.0099619,                   0,             0.97785,             0.96108,             0.98833,             0.56546,            0.028765,           0.0097439,                   0,           0.0083913,           0.0083913,           0.0083913
                 132,            0.038119,           0.0098585,                   0,             0.97772,             0.96108,             0.98584,             0.53967,            0.030508,           0.0098789,                   0,           0.0083789,           0.0083789,           0.0083789
                 133,            0.033814,            0.010357,                   0,             0.98111,             0.97305,             0.98953,             0.56805,            0.029394,           0.0095749,                   0,           0.0083665,           0.0083665,           0.0083665
                 134,            0.035162,            0.010412,                   0,             0.98489,             0.97597,             0.99229,             0.56997,            0.027723,           0.0094521,                   0,           0.0083541,           0.0083541,           0.0083541
                 135,            0.037876,            0.010077,                   0,             0.98172,             0.96707,             0.99042,             0.56739,            0.028472,           0.0094672,                   0,           0.0083418,           0.0083418,           0.0083418
                 136,            0.032359,            0.010011,                   0,             0.97871,             0.96347,             0.98894,             0.55483,            0.029058,           0.0093718,                   0,           0.0083294,           0.0083294,           0.0083294
                 137,            0.034937,            0.010618,                   0,             0.98063,             0.96407,             0.98919,             0.57225,             0.02801,           0.0093357,                   0,            0.008317,            0.008317,            0.008317
                 138,            0.031751,           0.0094519,                   0,             0.97578,             0.96505,             0.98656,             0.55767,            0.029072,           0.0094208,                   0,           0.0083046,           0.0083046,           0.0083046
                 139,            0.033046,            0.009725,                   0,             0.97466,             0.97605,             0.99086,             0.58814,            0.027304,           0.0094208,                   0,           0.0082922,           0.0082922,           0.0082922
                 140,            0.033653,            0.009334,                   0,              0.9846,             0.97006,             0.99195,             0.59277,            0.029081,           0.0093784,                   0,           0.0082799,           0.0082799,           0.0082799
                 141,              0.0344,           0.0096426,                   0,              0.9726,             0.96407,             0.98394,              0.5594,            0.028556,            0.009438,                   0,           0.0082675,           0.0082675,           0.0082675
                 142,            0.036025,            0.011065,                   0,             0.97459,             0.96707,             0.98406,             0.56105,            0.027296,           0.0095538,                   0,           0.0082551,           0.0082551,           0.0082551
                 143,             0.03366,            0.009797,                   0,             0.97004,             0.96928,             0.98318,             0.58529,            0.027163,           0.0095768,                   0,           0.0082428,           0.0082428,           0.0082428
                 144,            0.035924,            0.011332,                   0,             0.97285,             0.96543,              0.9805,             0.58494,            0.026381,           0.0096428,                   0,           0.0082304,           0.0082304,           0.0082304
                 145,            0.033571,            0.010011,                   0,             0.96604,             0.97605,             0.98393,             0.58501,            0.026913,           0.0095841,                   0,            0.008218,            0.008218,            0.008218
                 146,            0.029851,           0.0099145,                   0,             0.96863,             0.97006,             0.98525,             0.59477,             0.02655,           0.0095521,                   0,           0.0082056,           0.0082056,           0.0082056
                 147,            0.032081,           0.0096154,                   0,             0.95903,             0.98128,             0.98802,             0.59725,            0.026153,           0.0093965,                   0,           0.0081932,           0.0081932,           0.0081932
                 148,            0.035509,           0.0096719,                   0,             0.97602,             0.97477,             0.99252,              0.5306,             0.02786,           0.0095682,                   0,           0.0081809,           0.0081809,           0.0081809
                 149,            0.035584,             0.01072,                   0,             0.97898,             0.97586,             0.99261,             0.60062,            0.026103,           0.0092964,                   0,           0.0081685,           0.0081685,           0.0081685
                 150,             0.03326,           0.0097695,                   0,             0.96756,             0.98227,             0.99207,             0.59455,            0.026532,           0.0094821,                   0,           0.0081561,           0.0081561,           0.0081561
                 151,            0.028222,            0.010396,                   0,             0.97921,             0.98706,             0.99208,             0.56452,            0.026467,           0.0094494,                   0,           0.0081437,           0.0081437,           0.0081437
                 152,            0.028215,           0.0097094,                   0,             0.98186,             0.98503,             0.99218,              0.5805,            0.027079,           0.0092985,                   0,           0.0081314,           0.0081314,           0.0081314
